language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
Arabic,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,7,7,1100
Chinese,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,19,19,1100
French,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,1,1,1100
German,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,3,3,1100
Hindi,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,1,1,1100
Italian,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,12,11,1100
Japanese,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,3,3,1100
Korean,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,9,9,1100
Spanish,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,8,8,1100
Telugu,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,5,5,1100
Turkish,ARTICLE_ADJECTIVE_OF,Grammar,"word class confusion",noun>adjective,5,5,1100
Arabic,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",13,10,1100
Chinese,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",8,8,1100
French,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",21,19,1100
German,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",8,8,1100
Hindi,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",22,17,1100
Italian,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",10,9,1100
Japanese,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",3,3,1100
Korean,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",6,6,1100
Spanish,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",26,22,1100
Telugu,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",21,15,1100
Turkish,USE_TO_VERB,Grammar,"verbal inflection","verbal inflection",6,6,1100
Arabic,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",15,14,1100
Chinese,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",18,18,1100
French,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",25,25,1100
German,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",7,7,1100
Hindi,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",16,15,1100
Italian,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",21,21,1100
Japanese,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",10,10,1100
Korean,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",19,19,1100
Spanish,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",16,15,1100
Telugu,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",13,12,1100
Turkish,MASS_AGREEMENT,Grammar,agreement,"verbal agreement",9,9,1100
Arabic,A_MY,Collocations,NULL,NULL,10,10,1100
Chinese,A_MY,Collocations,NULL,NULL,8,8,1100
French,A_MY,Collocations,NULL,NULL,4,4,1100
German,A_MY,Collocations,NULL,NULL,4,4,1100
Hindi,A_MY,Collocations,NULL,NULL,16,16,1100
Italian,A_MY,Collocations,NULL,NULL,35,30,1100
Japanese,A_MY,Collocations,NULL,NULL,13,13,1100
Korean,A_MY,Collocations,NULL,NULL,31,27,1100
Spanish,A_MY,Collocations,NULL,NULL,3,3,1100
Telugu,A_MY,Collocations,NULL,NULL,20,18,1100
Turkish,A_MY,Collocations,NULL,NULL,20,19,1100
Arabic,DT_PRP,Grammar,"extra pronoun","extra pronoun",15,15,1100
Chinese,DT_PRP,Grammar,"extra pronoun","extra pronoun",6,6,1100
French,DT_PRP,Grammar,"extra pronoun","extra pronoun",6,6,1100
German,DT_PRP,Grammar,"extra pronoun","extra pronoun",9,9,1100
Hindi,DT_PRP,Grammar,"extra pronoun","extra pronoun",13,12,1100
Italian,DT_PRP,Grammar,"extra pronoun","extra pronoun",15,14,1100
Japanese,DT_PRP,Grammar,"extra pronoun","extra pronoun",6,6,1100
Korean,DT_PRP,Grammar,"extra pronoun","extra pronoun",9,9,1100
Spanish,DT_PRP,Grammar,"extra pronoun","extra pronoun",11,11,1100
Telugu,DT_PRP,Grammar,"extra pronoun","extra pronoun",17,17,1100
Turkish,DT_PRP,Grammar,"extra pronoun","extra pronoun",12,12,1100
Arabic,ASK_TO,Collocations,NULL,NULL,2,2,1100
Chinese,ASK_TO,Collocations,NULL,NULL,0,0,1100
French,ASK_TO,Collocations,NULL,NULL,10,10,1100
German,ASK_TO,Collocations,NULL,NULL,1,1,1100
Hindi,ASK_TO,Collocations,NULL,NULL,1,1,1100
Italian,ASK_TO,Collocations,NULL,NULL,14,14,1100
Japanese,ASK_TO,Collocations,NULL,NULL,5,5,1100
Korean,ASK_TO,Collocations,NULL,NULL,7,7,1100
Spanish,ASK_TO,Collocations,NULL,NULL,7,7,1100
Telugu,ASK_TO,Collocations,NULL,NULL,1,1,1100
Turkish,ASK_TO,Collocations,NULL,NULL,3,3,1100
Arabic,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",14,14,1100
Chinese,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",6,6,1100
French,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",5,5,1100
German,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",5,5,1100
Hindi,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",15,15,1100
Italian,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",6,6,1100
Japanese,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",7,7,1100
Korean,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",7,7,1100
Spanish,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",13,12,1100
Telugu,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",11,11,1100
Turkish,PRP_RB_NO_VB,Grammar,"missing verb ","missing verb ",9,9,1100
Arabic,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",26,24,1100
Chinese,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
French,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",6,6,1100
German,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",5,5,1100
Hindi,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",32,29,1100
Italian,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Japanese,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",4,3,1100
Spanish,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",11,11,1100
Telugu,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",19,14,1100
Turkish,LETS_LET,Orthography,"Possiple Typo","Possiple Typo",7,7,1100
Arabic,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,IF_IS,Orthography,"Possiple Typo","Possiple Typo",5,5,1100
Italian,IF_IS,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Japanese,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,IF_IS,Orthography,"Possiple Typo","Possiple Typo",5,5,1100
Turkish,IF_IS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,IN_1990s,Grammar,"missing article","missing article with temporal expression",2,2,1100
Chinese,IN_1990s,Grammar,"missing article","missing article with temporal expression",4,4,1100
French,IN_1990s,Grammar,"missing article","missing article with temporal expression",0,0,1100
German,IN_1990s,Grammar,"missing article","missing article with temporal expression",0,0,1100
Hindi,IN_1990s,Grammar,"missing article","missing article with temporal expression",0,0,1100
Italian,IN_1990s,Grammar,"missing article","missing article with temporal expression",0,0,1100
Japanese,IN_1990s,Grammar,"missing article","missing article with temporal expression",2,1,1100
Korean,IN_1990s,Grammar,"missing article","missing article with temporal expression",4,3,1100
Spanish,IN_1990s,Grammar,"missing article","missing article with temporal expression",1,1,1100
Telugu,IN_1990s,Grammar,"missing article","missing article with temporal expression",1,1,1100
Turkish,IN_1990s,Grammar,"missing article","missing article with temporal expression",6,6,1100
Arabic,LOT_OF,Collocations,NULL,NULL,6,6,1100
Chinese,LOT_OF,Collocations,NULL,NULL,22,17,1100
French,LOT_OF,Collocations,NULL,NULL,7,6,1100
German,LOT_OF,Collocations,NULL,NULL,15,15,1100
Hindi,LOT_OF,Collocations,NULL,NULL,5,5,1100
Italian,LOT_OF,Collocations,NULL,NULL,7,7,1100
Japanese,LOT_OF,Collocations,NULL,NULL,3,3,1100
Korean,LOT_OF,Collocations,NULL,NULL,5,5,1100
Spanish,LOT_OF,Collocations,NULL,NULL,9,9,1100
Telugu,LOT_OF,Collocations,NULL,NULL,6,6,1100
Turkish,LOT_OF,Collocations,NULL,NULL,7,6,1100
Arabic,CD_NN,Grammar,agreement,"nominal agreement (plural)",9,8,1100
Chinese,CD_NN,Grammar,agreement,"nominal agreement (plural)",9,9,1100
French,CD_NN,Grammar,agreement,"nominal agreement (plural)",4,4,1100
German,CD_NN,Grammar,agreement,"nominal agreement (plural)",6,6,1100
Hindi,CD_NN,Grammar,agreement,"nominal agreement (plural)",11,11,1100
Italian,CD_NN,Grammar,agreement,"nominal agreement (plural)",16,14,1100
Japanese,CD_NN,Grammar,agreement,"nominal agreement (plural)",9,8,1100
Korean,CD_NN,Grammar,agreement,"nominal agreement (plural)",21,19,1100
Spanish,CD_NN,Grammar,agreement,"nominal agreement (plural)",2,2,1100
Telugu,CD_NN,Grammar,agreement,"nominal agreement (plural)",8,8,1100
Turkish,CD_NN,Grammar,agreement,"nominal agreement (plural)",11,11,1100
Arabic,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Chinese,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",8,7,1100
French,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",5,5,1100
German,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Hindi,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",7,7,1100
Italian,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",4,3,1100
Japanese,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",8,8,1100
Korean,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",7,6,1100
Spanish,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Telugu,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",12,12,1100
Turkish,NOUN_AROUND_IT,Style,"Redundant Phrases","Redundant Phrases",4,3,1100
Arabic,CANT,Orthography,"Possiple Typo","Possiple Typo",48,39,1100
Chinese,CANT,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
French,CANT,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
German,CANT,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Hindi,CANT,Orthography,"Possiple Typo","Possiple Typo",52,32,1100
Italian,CANT,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Japanese,CANT,Orthography,"Possiple Typo","Possiple Typo",10,6,1100
Korean,CANT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,CANT,Orthography,"Possiple Typo","Possiple Typo",26,21,1100
Telugu,CANT,Orthography,"Possiple Typo","Possiple Typo",71,58,1100
Turkish,CANT,Orthography,"Possiple Typo","Possiple Typo",25,17,1100
Arabic,I_MOVING,Grammar,"missing auxiliary ",'be',48,43,1100
Chinese,I_MOVING,Grammar,"missing auxiliary ",'be',45,40,1100
French,I_MOVING,Grammar,"missing auxiliary ",'be',21,18,1100
German,I_MOVING,Grammar,"missing auxiliary ",'be',14,12,1100
Hindi,I_MOVING,Grammar,"missing auxiliary ",'be',14,14,1100
Italian,I_MOVING,Grammar,"missing auxiliary ",'be',15,15,1100
Japanese,I_MOVING,Grammar,"missing auxiliary ",'be',18,16,1100
Korean,I_MOVING,Grammar,"missing auxiliary ",'be',32,32,1100
Spanish,I_MOVING,Grammar,"missing auxiliary ",'be',25,19,1100
Telugu,I_MOVING,Grammar,"missing auxiliary ",'be',24,20,1100
Turkish,I_MOVING,Grammar,"missing auxiliary ",'be',12,11,1100
Arabic,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Chinese,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",2,2,1100
French,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
German,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Hindi,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Italian,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Japanese,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",2,2,1100
Korean,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",2,2,1100
Spanish,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Telugu,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Turkish,MANY_KINDS_OF,Grammar,agreement,"nominal agreement (plural)",0,0,1100
Arabic,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",18,17,1100
Chinese,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",12,11,1100
French,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",7,7,1100
German,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",5,5,1100
Hindi,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",29,22,1100
Italian,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Japanese,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Korean,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",8,8,1100
Spanish,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",6,6,1100
Telugu,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",21,18,1100
Turkish,TRY_AND,Style,"Redundant Phrases","Redundant Phrases",12,10,1100
Arabic,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",5,4,1100
Chinese,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
French,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",10,9,1100
Hindi,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",8,8,1100
Italian,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Japanese,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Spanish,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",3,2,1100
Telugu,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",12,11,1100
Turkish,NEW_XX,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Arabic,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Chinese,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",6,6,1100
French,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Italian,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Japanese,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Korean,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",8,8,1100
Spanish,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",8,8,1100
Turkish,THE_SOME_DAY,Orthography,"Possiple Typo","Possiple Typo",11,11,1100
Arabic,ENTER_IN,Collocations,NULL,NULL,1,1,1100
Chinese,ENTER_IN,Collocations,NULL,NULL,1,1,1100
French,ENTER_IN,Collocations,NULL,NULL,9,8,1100
German,ENTER_IN,Collocations,NULL,NULL,0,0,1100
Hindi,ENTER_IN,Collocations,NULL,NULL,1,1,1100
Italian,ENTER_IN,Collocations,NULL,NULL,5,5,1100
Japanese,ENTER_IN,Collocations,NULL,NULL,0,0,1100
Korean,ENTER_IN,Collocations,NULL,NULL,1,1,1100
Spanish,ENTER_IN,Collocations,NULL,NULL,2,2,1100
Telugu,ENTER_IN,Collocations,NULL,NULL,2,2,1100
Turkish,ENTER_IN,Collocations,NULL,NULL,1,1,1100
Arabic,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Chinese,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
French,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
German,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Hindi,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Italian,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Japanese,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Korean,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Spanish,AS_ADJ_AS,Grammar,concordance,"comparative as + as",0,0,1100
Telugu,AS_ADJ_AS,Grammar,concordance,"comparative as + as",1,1,1100
Turkish,AS_ADJ_AS,Grammar,concordance,"comparative as + as",2,2,1100
Arabic,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
German,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",13,13,1100
Hindi,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
Italian,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Japanese,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Telugu,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Turkish,ABSOLUTELY_ESSENTIAL,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Arabic,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",0,0,1100
Chinese,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",0,0,1100
French,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",1,1,1100
German,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",6,6,1100
Hindi,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",9,9,1100
Italian,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",0,0,1100
Japanese,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",1,1,1100
Korean,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",0,0,1100
Spanish,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",0,0,1100
Telugu,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",3,3,1100
Turkish,BOTH_AS_WELL_AS,Grammar,"wrong expression","and>as well as",1,1,1100
Arabic,GO_GERUNG,Collocations,NULL,NULL,1,1,1100
Chinese,GO_GERUNG,Collocations,NULL,NULL,8,8,1100
French,GO_GERUNG,Collocations,NULL,NULL,9,9,1100
German,GO_GERUNG,Collocations,NULL,NULL,4,4,1100
Hindi,GO_GERUNG,Collocations,NULL,NULL,3,3,1100
Italian,GO_GERUNG,Collocations,NULL,NULL,10,10,1100
Japanese,GO_GERUNG,Collocations,NULL,NULL,3,3,1100
Korean,GO_GERUNG,Collocations,NULL,NULL,4,4,1100
Spanish,GO_GERUNG,Collocations,NULL,NULL,1,1,1100
Telugu,GO_GERUNG,Collocations,NULL,NULL,3,3,1100
Turkish,GO_GERUNG,Collocations,NULL,NULL,4,3,1100
Arabic,THERE_THEIR,"Commonly Confused Words",NULL,NULL,21,19,1100
Chinese,THERE_THEIR,"Commonly Confused Words",NULL,NULL,1,1,1100
French,THERE_THEIR,"Commonly Confused Words",NULL,NULL,6,5,1100
German,THERE_THEIR,"Commonly Confused Words",NULL,NULL,17,15,1100
Hindi,THERE_THEIR,"Commonly Confused Words",NULL,NULL,18,16,1100
Italian,THERE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,THERE_THEIR,"Commonly Confused Words",NULL,NULL,6,6,1100
Korean,THERE_THEIR,"Commonly Confused Words",NULL,NULL,3,3,1100
Spanish,THERE_THEIR,"Commonly Confused Words",NULL,NULL,3,3,1100
Telugu,THERE_THEIR,"Commonly Confused Words",NULL,NULL,44,34,1100
Turkish,THERE_THEIR,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Chinese,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
French,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
German,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Hindi,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Italian,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Japanese,BETWEEN_PRP,Grammar,NULL,NULL,1,1,1100
Korean,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Spanish,BETWEEN_PRP,Grammar,NULL,NULL,1,1,1100
Telugu,BETWEEN_PRP,Grammar,NULL,NULL,0,0,1100
Turkish,BETWEEN_PRP,Grammar,NULL,NULL,1,1,1100
Arabic,INTEREST_FOR_IN,Collocations,NULL,NULL,1,1,1100
Chinese,INTEREST_FOR_IN,Collocations,NULL,NULL,2,2,1100
French,INTEREST_FOR_IN,Collocations,NULL,NULL,3,3,1100
German,INTEREST_FOR_IN,Collocations,NULL,NULL,3,3,1100
Hindi,INTEREST_FOR_IN,Collocations,NULL,NULL,3,3,1100
Italian,INTEREST_FOR_IN,Collocations,NULL,NULL,3,3,1100
Japanese,INTEREST_FOR_IN,Collocations,NULL,NULL,2,2,1100
Korean,INTEREST_FOR_IN,Collocations,NULL,NULL,2,2,1100
Spanish,INTEREST_FOR_IN,Collocations,NULL,NULL,2,2,1100
Telugu,INTEREST_FOR_IN,Collocations,NULL,NULL,2,2,1100
Turkish,INTEREST_FOR_IN,Collocations,NULL,NULL,0,0,1100
Arabic,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Chinese,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",20,16,1100
Italian,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",93,61,1100
Turkish,WHERE_AS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Arabic,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",45,39,1100
Chinese,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",4,4,1100
French,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",14,10,1100
Italian,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",6,6,1100
Korean,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",16,11,1100
Spanish,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",19,14,1100
Telugu,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",101,73,1100
Turkish,WITH_OUT,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Arabic,PHRASE_REPETITION,Grammar,fragment,repetition,9,9,1100
Chinese,PHRASE_REPETITION,Grammar,fragment,repetition,1,1,1100
French,PHRASE_REPETITION,Grammar,fragment,repetition,5,5,1100
German,PHRASE_REPETITION,Grammar,fragment,repetition,6,6,1100
Hindi,PHRASE_REPETITION,Grammar,fragment,repetition,11,11,1100
Italian,PHRASE_REPETITION,Grammar,fragment,repetition,4,4,1100
Japanese,PHRASE_REPETITION,Grammar,fragment,repetition,4,4,1100
Korean,PHRASE_REPETITION,Grammar,fragment,repetition,1,1,1100
Spanish,PHRASE_REPETITION,Grammar,fragment,repetition,3,3,1100
Telugu,PHRASE_REPETITION,Grammar,fragment,repetition,14,13,1100
Turkish,PHRASE_REPETITION,Grammar,fragment,repetition,9,9,1100
Arabic,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",7,6,1100
Chinese,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Japanese,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",2,1,1100
Korean,IT_SELF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
